ubigeo,dominio,trabaja,p506,tamanoemp,horas,ingreso,sexo,edad,edociv,educ,informal,anio,id,anoseduc,exp,exp2,sector
150132,8,1,4520,1,48,1165,1,31,6,6,1,2023,73901,11,20,400,3
150132,8,1,7491,5,48,890,0,24,5,6,0,2023,73907,11,13,169,13
150132,8,1,5020,1,42,60,1,58,2,8,1,2023,73910,15,43,1849,1
150132,8,1,5520,1,36,300,1,44,6,6,1,2023,73913,11,33,1089,3
150132,8,1,6309,5,40,1090,1,53,2,6,0,2023,73917,11,42,1764,2
150132,8,1,6021,5,40,1200,0,38,6,6,1,2023,73922,11,27,729,1
150132,8,1,7499,1,72,270,1,33,6,9,1,2023,73924,16,17,289,13
150132,8,1,5139,1,54,2790,1,28,1,7,1,2023,73928,13,15,225,3
150132,8,1,8021,4,45,2300,1,26,1,10,1,2023,73929,17,9,81,1
150132,8,1,5131,4,48,1395,1,29,1,8,0,2023,73932,15,14,196,3
150103,8,1,9500,1,24,910,0,46,6,6,1,2023,73933,11,35,1225,8
150103,8,1,5520,2,60,522,0,30,1,6,0,2023,73944,11,19,361,3
150103,8,1,4520,1,56,360,1,46,5,6,1,2023,73946,11,35,1225,3
150137,8,1,1320,5,96,6910,1,31,2,10,0,2023,73949,17,14,196,3
150142,8,1,4520,1,48,2300,1,39,6,6,0,2023,73955,11,28,784,3
150142,8,1,5211,5,48,955,1,28,1,8,0,2023,73959,15,13,169,3
150142,8,1,1810,1,60,225,1,18,1,6,1,2023,73960,11,7,49,3
150142,8,1,1810,1,60,370,1,58,2,6,0,2023,73961,11,47,2209,3
150142,8,1,9500,1,48,2496,0,52,2,7,0,2023,73962,13,39,1521,8
150142,8,1,7491,5,40,2610,1,30,1,10,0,2023,73963,17,13,169,13
150142,8,1,7493,4,48,895,0,38,6,6,0,2023,73965,11,27,729,13
150142,8,1,6021,1,12,200,1,36,6,3,1,2023,73966,3,33,1089,1
150142,8,1,6519,1,48,1000,0,25,6,8,1,2023,73970,15,10,100,3
150142,8,1,4520,1,48,455,1,26,6,6,1,2023,73971,11,15,225,3
150138,8,1,9500,1,14,1000,1,61,2,4,1,2023,73972,6,55,3025,8
150138,8,1,9500,1,48,1200,1,66,2,6,0,2023,73975,11,55,3025,8
150125,8,1,4100,5,55,500,1,29,6,6,1,2023,73979,11,18,324,6
150125,8,1,2422,5,72,1235,1,32,2,6,0,2023,73981,11,21,441,3
150125,8,1,5122,1,20,90,0,33,2,6,1,2023,73982,11,22,484,3
150125,8,1,4520,1,54,1160,1,29,6,6,1,2023,73983,11,18,324,3
150125,8,1,8010,1,35,600,0,37,1,8,1,2023,73985,15,22,484,14
150125,8,1,5030,1,60,1555,1,20,1,7,1,2023,73988,13,7,49,1
150132,8,1,8010,5,48,1870,1,46,2,8,0,2023,73990,15,31,961,14
150132,8,1,5122,5,54,2180,1,36,2,6,0,2023,73993,11,25,625,3
150132,8,1,1810,1,57,280,0,48,6,6,1,2023,73999,11,37,1369,3
150132,8,1,5220,1,54,90,0,24,1,9,1,2023,74000,16,8,64,3
150118,8,1,5234,1,46,325,1,40,6,5,1,2023,74002,9,31,961,3
150118,8,1,5520,1,60,350,0,32,6,7,1,2023,74003,13,19,361,3
150118,8,1,3610,1,45,1715,1,21,1,6,1,2023,74010,11,10,100,5
150118,8,1,3610,1,45,400,1,18,1,6,1,2023,74011,11,7,49,5
150118,8,1,2520,4,84,1955,1,40,6,6,0,2023,74012,11,29,841,3
150118,8,1,3699,2,54,200,0,41,6,6,1,2023,74013,11,30,900,5
150133,8,1,8030,1,40,1050,0,27,1,10,1,2023,74019,17,10,100,1
150133,8,1,3610,1,44,340,1,32,1,6,1,2023,74024,11,21,441,5
150133,8,1,3610,1,37,450,1,21,1,6,1,2023,74025,11,10,100,5
150133,8,1,9500,1,35,1050,0,48,6,5,1,2023,74029,9,39,1521,8
150133,8,1,5220,1,48,80,0,48,6,6,1,2023,74031,11,37,1369,3
150133,8,1,2320,4,45,2270,1,58,6,7,0,2023,74032,13,45,2025,3
150133,8,1,5122,1,70,1330,1,24,1,8,1,2023,74033,15,9,81,3
150133,8,1,7230,2,43,2000,1,23,1,9,1,2023,74035,16,7,49,3
150117,8,1,6021,1,48,2552,1,52,6,8,0,2023,74040,15,37,1369,1
150117,8,1,6021,1,40,2127,0,47,6,8,0,2023,74041,15,32,1024,1
150117,8,0,2429,4,40,1485,0,24,1,10,0,2023,74042,17,7,49,3
150117,8,1,7511,5,44,2000,1,46,1,11,0,2023,74046,19,27,729,3
150117,8,1,7411,2,44,1000,1,43,1,9,0,2023,74047,16,27,729,3
150117,8,1,5150,2,45,1710,0,27,6,7,1,2023,74054,13,14,196,3
150117,8,1,6210,5,44,5005,1,31,6,8,0,2023,74055,15,16,256,3
150117,8,0,8511,5,0,3346,1,54,4,11,0,2023,74056,19,35,1225,3
150101,8,1,5232,1,48,2455,1,59,2,6,0,2023,74059,11,48,2304,3
150101,8,1,7492,4,32,1500,1,29,1,6,1,2023,74061,11,18,324,13
150101,8,1,5233,1,48,1745,1,25,1,7,1,2023,74063,13,12,144,3
150101,8,1,1541,5,48,950,0,24,5,8,0,2023,74065,15,9,81,3
150101,8,1,8511,5,48,3850,0,36,5,10,0,2023,74066,17,19,361,3
150101,8,1,5239,3,48,3060,1,23,1,9,0,2023,74068,16,7,49,3
150101,8,1,5239,3,24,2075,1,20,1,9,0,2023,74069,16,4,16,3
150101,8,1,5220,2,40,2470,1,57,1,8,0,2023,74070,15,42,1764,3
150101,8,1,6519,5,40,4544,1,32,2,11,0,2023,74071,19,13,169,3
150136,8,1,9241,1,30,1044,0,64,2,8,0,2023,74075,15,49,2401,3
150136,8,1,8030,5,58,5925,1,69,2,11,0,2023,74088,19,50,2500,1
150113,8,1,7414,4,48,1740,1,26,6,10,0,2023,74091,17,9,81,3
150113,8,1,6603,3,40,1479,0,23,6,7,0,2023,74092,13,10,100,1
150113,8,1,5510,5,43,2165,1,52,1,9,0,2023,74095,16,36,1296,8
150113,8,1,5259,1,32,220,1,24,1,10,1,2023,74098,17,7,49,3
150113,8,1,7523,5,50,4620,0,60,2,11,0,2023,74105,19,41,1681,3
150130,8,1,7499,5,40,11000,0,52,1,11,1,2023,74109,19,33,1089,13
150130,8,1,7499,4,40,2610,0,45,1,10,0,2023,74112,17,28,784,13
150130,8,1,7413,2,48,1653,1,25,1,10,0,2023,74122,17,8,64,3
150122,8,1,1320,5,40,14740,1,48,2,11,0,2023,74123,19,29,841,3
150122,8,1,7010,1,48,5530,1,54,1,10,0,2023,74128,17,37,1369,13
150122,8,1,7122,4,42,3480,1,41,1,10,0,2023,74129,17,24,576,3
150122,8,1,7499,4,35,2000,1,27,1,7,1,2023,74130,13,14,196,13
150122,8,1,7512,5,41,3000,0,24,1,10,1,2023,74131,17,7,49,3
150141,8,1,2915,2,40,1830,1,38,1,10,0,2023,74136,17,21,441,3
150141,8,1,9199,4,40,3500,1,39,1,10,1,2023,74137,17,22,484,3
150141,8,1,7513,5,40,5390,1,37,2,11,0,2023,74138,19,18,324,3
150140,8,1,7511,5,48,8085,0,48,5,11,0,2023,74144,19,29,841,3
150140,8,1,7511,5,48,9300,1,55,2,10,0,2023,74147,17,38,1444,3
150140,8,1,7511,5,48,7750,0,52,2,10,0,2023,74148,17,35,1225,3
150140,8,1,8512,1,34,1850,0,44,2,10,0,2023,74152,17,27,729,3
150140,8,1,7010,1,48,3360,0,44,1,10,0,2023,74155,17,27,729,13
150140,8,1,6420,5,40,2380,1,41,1,10,1,2023,74156,17,24,576,3
150140,8,1,8511,5,42,7315,0,36,1,10,0,2023,74157,17,19,361,3
150140,8,1,5510,1,24,1025,0,51,5,8,1,2023,74158,15,36,1296,8
150140,8,1,9500,1,48,1025,0,27,5,6,1,2023,74159,11,16,256,8
150108,8,1,6309,2,44,3000,1,45,2,9,1,2023,74160,16,29,841,2
150108,8,1,8030,5,60,3212,1,49,2,6,0,2023,74162,11,38,1444,1
150108,8,1,4520,1,46,375,1,27,6,6,1,2023,74165,11,16,256,3
150108,8,1,5510,1,40,3480,0,34,5,10,0,2023,74171,17,17,289,8
150108,8,1,7523,5,48,4235,0,34,2,11,0,2023,74172,19,15,225,3
150108,8,1,2893,4,48,5380,1,37,2,10,0,2023,74173,17,20,400,3
150114,8,1,8030,5,45,700,0,61,1,8,0,2023,74176,15,46,2116,1
150114,8,1,8030,5,45,594,0,54,5,8,0,2023,74178,15,39,1521,1
150114,8,1,6309,1,40,1740,1,29,1,11,0,2023,74180,19,10,100,2
150135,8,1,7491,2,48,895,1,36,5,6,0,2023,74183,11,25,625,13
150135,8,1,4520,1,48,560,1,55,2,6,1,2023,74188,11,44,1936,3
150135,8,1,4520,1,60,1925,1,27,1,9,0,2023,74190,16,11,121,3
150135,8,1,5220,3,72,4335,1,54,2,8,1,2023,74193,15,39,1521,3
150135,8,1,8511,5,30,2750,0,50,2,8,0,2023,74194,15,35,1225,3
150117,8,1,5122,2,60,1095,0,60,1,5,1,2023,74201,9,51,2601,3
150117,8,1,8010,5,30,2350,0,56,2,8,0,2023,74204,15,41,1681,14
150117,8,1,7421,2,48,1200,1,30,1,10,1,2023,74205,17,13,169,3
150117,8,0,8511,5,0,2000,0,27,1,10,0,2023,74206,17,10,100,3
150117,8,1,8511,3,36,3260,0,33,2,8,0,2023,74208,15,18,324,3
150117,8,1,5122,4,58,3115,1,35,2,8,0,2023,74209,15,20,400,3
150117,8,1,1712,1,40,250,1,65,1,6,1,2023,74210,11,54,2916,3
150117,8,1,5520,1,48,180,0,52,4,5,1,2023,74211,9,43,1849,3
150117,8,1,8511,1,48,2000,0,29,5,10,1,2023,74212,17,12,144,3
150117,8,1,6021,1,75,840,1,17,1,4,1,2023,74213,6,11,121,1
150117,8,1,9302,1,77,250,0,22,1,5,1,2023,74214,9,13,169,1
150117,8,0,5050,1,38,2370,1,72,2,6,1,2023,74217,11,61,3721,8
150117,8,1,7499,2,48,900,1,42,1,8,0,2023,74219,15,27,729,13
150117,8,1,7493,5,45,1500,1,34,1,10,0,2023,74221,17,17,289,13
150117,8,1,8010,2,40,930,0,25,1,7,0,2023,74222,13,12,144,14
150112,8,1,9900,5,40,4200,0,47,4,9,1,2023,74223,16,31,961,21
150112,8,1,7523,5,40,8280,1,52,2,10,1,2023,74228,17,35,1225,3
150101,8,1,5131,1,48,1305,0,34,6,9,0,2023,74241,16,18,324,3
150101,8,1,8030,5,6,800,1,66,2,11,0,2023,74245,19,47,2209,1
150101,8,1,9309,5,32,4600,0,26,1,10,0,2023,74247,17,9,81,2
150115,8,1,1711,4,48,1030,1,28,1,8,1,2023,74250,15,13,169,3
150115,8,1,4520,1,48,270,1,52,5,7,1,2023,74253,13,39,1521,3
150115,8,1,6023,1,45,1025,1,62,3,9,1,2023,74255,16,46,2116,1
150115,8,1,6022,3,44,1800,1,48,2,6,1,2023,74257,11,37,1369,1
150115,8,1,6023,4,56,892,1,22,1,7,0,2023,74258,13,9,81,1
150115,8,1,6023,5,60,1305,1,27,6,8,0,2023,74260,15,12,144,1
150115,8,1,6022,5,48,870,0,22,6,6,0,2023,74261,11,11,121,1
150115,8,1,7511,5,44,1200,1,24,1,6,1,2023,74266,11,13,169,3
150104,8,1,8010,2,37,1500,0,51,5,10,1,2023,74268,17,34,1156,14
150104,8,1,2811,1,48,250,1,65,6,5,1,2023,74271,9,56,3136,3
150104,8,1,5520,1,30,240,0,48,2,5,1,2023,74274,9,39,1521,3
150104,8,0,6603,5,0,2300,1,27,1,7,0,2023,74275,13,14,196,1
150104,8,1,1554,5,46,1155,1,18,1,6,0,2023,74276,11,7,49,3
150104,8,1,9500,1,36,40,0,68,2,4,1,2023,74278,6,62,3844,8
150104,8,1,5020,1,49,2845,1,32,1,8,0,2023,74281,15,17,289,1
150104,8,1,7491,2,40,2670,1,31,1,10,0,2023,74282,17,14,196,13
150104,8,1,5211,5,23,444,1,27,1,6,0,2023,74284,11,16,256,3
150104,8,1,9500,1,50,1040,0,44,6,5,1,2023,74287,9,35,1225,8
150142,8,1,5150,4,46,4000,1,42,2,10,0,2023,74293,17,25,625,3
150142,8,1,7499,1,48,1320,1,43,2,8,0,2023,74295,15,28,784,13
150142,8,1,7412,1,40,2000,1,35,2,10,0,2023,74297,17,18,324,3
150142,8,1,7412,4,45,4050,0,39,2,10,0,2023,74300,17,22,484,3
150142,8,1,7492,5,72,1600,1,52,2,7,0,2023,74302,13,39,1521,13
150142,8,1,6519,5,48,4000,1,35,1,9,0,2023,74303,16,19,361,3
150142,8,1,8030,5,40,2000,0,24,1,10,0,2023,74304,17,7,49,1
150142,8,1,9219,1,18,300,0,19,1,9,1,2023,74305,16,3,9,3
150106,8,1,3610,1,30,100,1,26,1,6,1,2023,74309,11,15,225,5
150106,8,1,5239,4,48,1535,0,40,1,6,0,2023,74315,11,29,841,3
150106,8,1,5150,2,55,2545,1,35,1,8,0,2023,74317,15,20,400,3
150135,8,1,7511,5,40,3048,1,52,2,10,0,2023,74318,17,35,1225,3
150135,8,1,7512,5,40,2500,1,30,1,10,1,2023,74323,17,13,169,3
150135,8,1,6023,2,60,3500,1,30,1,6,1,2023,74327,11,19,361,1
150135,8,0,1712,1,42,2000,0,23,1,8,1,2023,74332,15,8,64,3
150135,8,1,4520,1,45,480,1,40,6,6,1,2023,74334,11,29,841,3
150135,8,1,4520,1,45,320,1,38,1,5,1,2023,74345,9,29,841,3
150135,8,1,5239,1,72,350,1,29,1,6,1,2023,74346,11,18,324,3
150112,8,1,5143,2,45,2645,1,54,2,10,0,2023,74349,17,37,1369,3
150112,8,1,7414,5,40,2610,0,24,1,10,0,2023,74351,17,7,49,3
150112,8,1,9214,1,48,900,1,57,1,6,1,2023,74356,11,46,2116,3
150112,8,1,2423,2,36,2175,1,39,5,7,0,2023,74357,13,26,676,3
150112,8,1,8511,5,36,3900,0,59,3,10,0,2023,74360,17,42,1764,3
150112,8,1,8511,5,96,2340,0,29,1,10,0,2023,74361,17,12,144,3
150112,8,1,2423,1,48,940,1,19,1,9,0,2023,74364,16,3,9,3
150132,8,1,1810,1,54,350,0,26,5,6,1,2023,74367,11,15,225,3
150132,8,1,9500,1,48,1200,0,54,3,3,1,2023,74369,3,51,2601,8
150132,8,1,5239,1,60,675,1,25,1,6,1,2023,74370,11,14,196,3
150132,8,1,1810,2,48,330,0,31,1,8,0,2023,74374,15,16,256,3
150132,8,1,6021,1,65,240,0,56,6,6,1,2023,74377,11,45,2025,1
150132,8,0,7492,4,0,1400,1,38,1,6,0,2023,74378,11,27,729,13
150132,8,1,6420,5,48,785,0,23,1,6,0,2023,74381,11,12,144,3
150132,8,1,6519,5,55,2400,0,34,5,10,0,2023,74382,17,17,289,3
150107,8,1,5122,1,48,2075,1,35,1,10,0,2023,74384,17,18,324,3
150107,8,1,7523,5,48,1914,1,50,2,6,0,2023,74385,11,39,1521,3
150107,8,1,5232,1,24,775,1,23,1,9,1,2023,74394,16,7,49,3
150107,8,1,7130,1,12,80,1,20,1,7,1,2023,74398,13,7,49,3
150111,8,1,3430,4,48,685,1,33,1,8,0,2023,74400,15,18,324,3
150111,8,1,7491,5,48,897,0,19,1,6,0,2023,74401,11,8,64,13
150111,8,1,9232,1,43,1025,0,38,1,8,1,2023,74403,15,23,529,3
150111,8,1,4540,1,48,560,1,41,5,6,1,2023,74409,11,30,900,7
150111,8,1,4540,1,48,395,1,23,1,5,0,2023,74410,9,14,196,7
150115,8,1,1912,1,46,1010,0,30,5,6,0,2023,74413,11,19,361,3
150115,8,1,5252,1,78,270,0,49,6,8,1,2023,74415,15,34,1156,3
150115,8,0,2919,1,48,300,1,20,1,7,1,2023,74426,13,7,49,3
150115,8,1,5232,1,48,350,1,17,1,5,1,2023,74428,9,8,64,3
150115,8,1,7492,1,48,420,1,25,1,8,1,2023,74429,15,10,100,13
150142,8,1,3610,1,50,1135,1,31,1,6,1,2023,74432,11,20,400,5
150142,8,1,7492,3,72,1400,1,50,5,9,0,2023,74433,16,34,1156,13
150142,8,1,9500,1,48,1200,0,55,1,6,0,2023,74437,11,44,1936,8
150142,8,1,4520,1,46,550,1,60,1,5,1,2023,74438,9,51,2601,3
150142,8,1,4520,1,24,240,1,55,1,5,1,2023,74439,9,46,2116,3
150143,8,1,8010,1,9,600,0,26,1,8,1,2023,74447,15,11,121,14
150143,8,1,1920,1,44,930,1,21,1,6,1,2023,74450,11,10,100,3
150143,8,1,8511,1,52,1192,0,26,1,8,0,2023,74453,15,11,121,3
150143,8,1,9199,2,36,1951,0,33,2,7,0,2023,74454,13,20,400,3
150143,8,1,7499,4,54,892,1,35,2,7,0,2023,74455,13,22,484,13
150143,8,1,3610,1,46,2367,1,34,1,6,0,2023,74458,11,23,529,5
150143,8,1,3610,1,46,2167,1,36,1,7,0,2023,74459,13,23,529,5
150143,8,1,9500,1,70,1283,0,57,5,4,0,2023,74462,6,51,2601,8
150143,8,1,7492,5,48,1118,0,30,6,8,0,2023,74464,15,15,225,13
150143,8,1,7492,5,48,1156,1,31,6,8,0,2023,74465,15,16,256,13
150119,8,1,5212,1,66,1715,1,30,1,5,1,2023,74468,9,21,441,3
150106,8,1,4520,1,45,685,1,36,5,6,1,2023,74475,11,25,625,3
150106,8,1,8010,1,45,1300,0,26,1,7,1,2023,74476,13,13,169,14
150106,8,1,4520,2,40,450,1,18,1,5,1,2023,74477,9,9,81,3
150106,8,1,4520,1,44,685,1,70,5,5,1,2023,74478,9,61,3721,3
150106,8,1,1920,1,72,165,1,20,1,6,1,2023,74480,11,9,81,3
150106,8,1,3694,2,45,1160,1,22,1,6,1,2023,74485,11,11,121,5
150106,8,1,8511,5,48,1600,0,23,1,6,1,2023,74486,11,12,144,3
150135,8,1,5239,1,54,1000,0,37,6,6,1,2023,74497,11,26,676,3
150135,8,1,6023,2,45,892,1,48,6,4,0,2023,74499,6,42,1764,1
150132,8,1,5520,1,60,400,0,60,6,4,1,2023,74503,6,54,2916,3
150132,8,1,5520,1,54,300,1,25,1,6,1,2023,74504,11,14,196,3
150132,8,1,6309,5,40,1479,0,36,6,10,0,2023,74506,17,19,361,2
150132,8,1,5131,1,32,245,1,54,2,8,0,2023,74508,15,39,1521,3
150132,8,1,1810,1,65,320,1,36,6,4,1,2023,74512,6,30,900,3
150132,8,1,1810,1,62,255,1,37,6,5,1,2023,74514,9,28,784,3
150132,8,1,4520,1,45,225,1,46,2,5,1,2023,74518,9,37,1369,3
150132,8,1,1511,4,48,2270,1,41,2,6,0,2023,74522,11,30,900,3
150132,8,1,1810,2,56,1705,0,30,1,8,1,2023,74525,15,15,225,3
150132,8,1,7499,1,60,400,1,28,6,8,1,2023,74530,15,13,169,13
150132,8,1,1810,2,50,280,1,36,6,6,1,2023,74532,11,25,625,3
150132,8,1,2811,2,45,1520,1,41,6,5,0,2023,74534,9,32,1024,3
150132,8,1,5520,1,48,550,0,20,1,9,1,2023,74537,16,4,16,3
150111,8,1,5520,1,56,350,0,24,5,6,1,2023,74538,11,13,169,3
150111,8,1,5259,1,70,50,1,33,5,6,1,2023,74542,11,22,484,3
150111,8,1,5010,1,44,1465,0,58,2,8,0,2023,74545,15,43,1849,8
150111,8,1,6420,5,43,2770,1,36,1,11,0,2023,74546,19,17,289,3
150111,8,1,6021,1,90,130,1,40,6,8,1,2023,74547,15,25,625,1
150111,8,1,5520,1,8,40,0,46,6,6,1,2023,74548,11,35,1225,3
150143,8,1,8010,2,35,892,0,48,1,8,0,2023,74550,15,33,1089,14
150143,8,1,9302,1,18,135,0,47,5,6,1,2023,74555,11,36,1296,1
150143,8,1,1511,5,56,2360,1,42,2,6,0,2023,74558,11,31,961,3
150143,8,1,6021,1,36,60,1,24,6,6,1,2023,74560,11,13,169,1
150139,8,1,8021,5,45,2175,0,41,5,10,0,2023,74562,17,24,576,1
150139,8,1,6021,1,40,200,1,36,6,6,1,2023,74565,11,25,625,1
150139,8,1,5234,1,72,290,1,29,6,6,1,2023,74572,11,18,324,3
150139,8,1,8010,1,15,280,0,26,6,5,1,2023,74573,9,17,289,14
150110,8,1,2520,5,48,1170,1,39,5,3,0,2023,74580,3,36,1296,3
150110,8,1,5231,5,48,1568,0,23,1,8,0,2023,74583,15,8,64,3
150110,8,1,9241,1,9,120,0,42,1,6,1,2023,74586,11,31,961,3
150110,8,1,1920,1,42,250,1,23,1,6,1,2023,74587,11,12,144,3
150110,8,1,4520,1,46,350,1,24,6,3,1,2023,74588,3,21,441,3
150132,8,1,4010,5,55,1044,1,26,1,9,0,2023,74591,16,10,100,NA
150132,8,1,4520,1,55,1380,1,22,1,6,1,2023,74594,11,11,121,3
150132,8,0,5520,1,0,1914,1,44,6,6,0,2023,74595,11,33,1089,3
150132,8,0,2520,4,37,700,1,21,1,7,1,2023,74597,13,8,64,3
150118,8,1,5510,1,66,386,0,31,5,5,1,2023,74601,9,22,484,8
150118,8,1,4520,1,31,220,1,29,5,6,1,2023,74602,11,18,324,3
150118,8,1,9500,1,24,60,0,39,5,6,1,2023,74603,11,28,784,8
150118,8,1,5520,1,66,1044,1,42,1,6,0,2023,74605,11,31,961,3
150118,8,1,4530,1,20,870,1,55,6,6,1,2023,74607,11,44,1936,3
150142,8,1,9500,1,48,900,0,49,5,5,1,2023,74614,9,40,1600,8
150142,8,1,5233,1,54,1479,1,29,5,6,0,2023,74615,11,18,324,3
150142,8,1,2520,3,48,1180,1,21,1,5,1,2023,74618,9,12,144,3
150142,8,1,5139,1,60,195,1,20,1,6,1,2023,74619,11,9,81,3
150142,8,1,5139,1,60,390,0,55,5,3,1,2023,74621,3,52,2704,3
150142,8,1,6023,1,72,900,1,35,6,6,1,2023,74622,11,24,576,1
150105,8,1,6309,2,54,3915,1,42,2,10,0,2023,74635,17,25,625,2
150105,8,1,8511,5,36,1500,1,62,2,10,0,2023,74637,17,45,2025,3
150105,8,1,2423,1,45,4040,0,41,6,10,0,2023,74642,17,24,576,3
150105,8,1,2221,1,16,600,0,37,6,7,1,2023,74645,13,24,576,3
150105,8,1,7511,5,40,4187,0,66,1,8,0,2023,74647,15,51,2601,3
150105,8,1,2221,2,40,5430,1,32,1,10,0,2023,74648,17,15,225,3
150105,8,1,7522,5,40,1044,1,64,2,8,0,2023,74650,15,49,2401,3
150105,8,1,8010,1,40,1050,0,38,5,10,1,2023,74651,17,21,441,14
150136,8,1,8030,5,27,3306,1,51,1,10,0,2023,74655,17,34,1156,1
150136,8,1,8030,5,30,1025,1,20,1,9,1,2023,74657,16,4,16,1
150136,8,1,8511,5,36,3950,1,69,2,10,0,2023,74665,17,52,2704,3
150136,8,1,9214,1,20,2500,1,34,1,10,1,2023,74666,17,17,289,3
150136,8,1,7511,5,48,2436,0,30,2,9,0,2023,74667,16,14,196,3
150136,8,1,5030,2,48,2830,1,35,2,6,1,2023,74668,11,24,576,1
150136,8,1,8030,5,40,7000,0,33,1,11,0,2023,74676,19,14,196,1
150136,8,1,9212,5,40,3280,1,33,1,10,0,2023,74679,17,16,256,3
150113,8,1,2320,5,70,6870,1,46,2,11,0,2023,74686,19,27,729,3
150113,8,0,1320,4,30,1275,1,22,1,9,1,2023,74688,16,6,36,3
150113,8,1,5510,3,56,3950,0,48,5,10,0,2023,74690,17,31,961,8
150113,8,1,7530,5,40,3470,1,68,2,10,0,2023,74693,17,51,2601,3
150113,8,1,6420,5,40,4620,0,60,2,10,0,2023,74694,17,43,1849,3
150113,8,1,5520,5,24,522,1,18,1,6,0,2023,74703,11,7,49,3
150130,8,1,7492,4,53,7700,1,50,2,11,0,2023,74707,19,31,961,13
150130,8,1,1549,5,30,1385,0,21,1,9,1,2023,74709,16,5,25,3
150130,8,0,8010,3,0,1740,0,58,5,10,0,2023,74710,17,41,1681,14
150130,8,1,7430,2,40,1740,1,25,1,10,0,2023,74711,17,8,64,3
150130,8,1,6420,5,40,4620,1,37,2,11,0,2023,74713,19,18,324,3
150140,8,1,5520,2,48,2610,1,50,2,10,0,2023,74723,17,33,1089,3
150140,8,1,8511,4,48,7810,0,48,5,10,0,2023,74724,17,31,961,3
150140,8,1,7494,1,40,7760,1,41,2,10,0,2023,74725,17,24,576,13
150140,8,1,1320,5,46,15935,1,56,2,10,0,2023,74727,17,39,1521,3
150140,8,1,113,3,40,9600,1,60,2,10,0,2023,74729,17,43,1849,3
150108,8,1,4520,1,15,490,0,24,1,9,1,2023,74735,16,8,64,3
150108,8,1,6420,4,40,2187,0,29,6,9,0,2023,74744,16,13,169,3
150108,8,1,3699,4,48,2291,1,30,6,9,0,2023,74745,16,14,196,5
150108,8,1,4520,2,67,2510,1,45,2,10,0,2023,74746,17,28,784,3
150108,8,1,8030,5,50,2387,0,45,2,10,0,2023,74747,17,28,784,1
150108,8,1,8021,3,40,3239,0,48,1,11,0,2023,74748,19,29,841,1
150114,8,1,6420,1,52,7700,1,47,2,11,0,2023,74754,19,28,784,3
150114,8,1,1544,1,40,5765,0,40,2,11,0,2023,74755,19,21,441,3
150114,8,1,9500,1,40,1500,0,43,5,5,1,2023,74757,9,34,1156,8
150114,8,1,7210,1,48,2610,1,39,1,10,0,2023,74760,17,22,484,3
150114,8,1,9500,1,48,1050,0,43,1,6,1,2023,74762,11,32,1024,8
150135,8,1,5141,1,60,1025,0,21,1,6,1,2023,74770,11,10,100,3
150135,8,1,500,3,9,1500,1,74,2,10,1,2023,74771,17,57,3249,8
150135,8,1,8511,2,30,3000,0,63,2,10,1,2023,74772,17,46,2116,3
150135,8,1,5239,4,48,2380,0,38,1,10,0,2023,74773,17,21,441,3
150135,8,1,9500,1,48,450,0,37,1,5,1,2023,74778,9,28,784,8
150135,8,1,4520,1,20,90,1,19,1,6,1,2023,74779,11,8,64,3
150135,8,1,6519,4,45,3140,1,42,2,10,0,2023,74780,17,25,625,3
150135,8,1,6519,4,45,2280,0,40,2,10,0,2023,74781,17,23,529,3
150135,8,1,4520,1,44,3400,0,39,6,10,1,2023,74785,17,22,484,3
150117,8,1,5121,2,40,1190,0,49,4,10,0,2023,74791,17,32,1024,3
150117,8,1,5030,1,36,680,1,75,1,10,1,2023,74794,17,58,3364,1
150117,8,1,7250,1,48,1305,1,38,1,8,0,2023,74796,15,23,529,3
150117,8,1,9249,3,48,1620,1,31,2,8,0,2023,74797,15,16,256,3
150117,8,1,7421,1,45,3150,0,32,2,10,0,2023,74798,17,15,225,3
150117,8,1,6603,5,45,1740,0,40,1,8,0,2023,74801,15,25,625,1
150112,8,1,7010,2,19,100,0,33,6,9,1,2023,74804,16,17,289,13
150112,8,1,7492,4,72,1496,1,60,2,7,0,2023,74805,13,47,2209,13
150112,8,1,3699,3,36,1408,1,29,6,6,0,2023,74807,11,18,324,5
150112,8,1,8010,5,29,2240,0,28,6,10,0,2023,74808,17,11,121,14
150112,8,1,3130,4,60,835,1,50,2,6,0,2023,74811,11,39,1521,3
150112,8,1,8511,5,48,860,0,49,5,8,0,2023,74814,15,34,1156,3
150112,8,1,7492,1,72,1218,1,42,1,7,0,2023,74818,13,29,841,13
150112,8,1,7492,1,72,1218,1,42,1,7,0,2023,74819,13,29,841,13
150103,8,1,6304,4,45,1700,1,45,6,7,0,2023,74820,13,32,1024,3
150103,8,1,6304,4,40,1700,0,44,6,8,0,2023,74821,15,29,841,3
150103,8,1,5520,2,27,879,0,26,1,7,0,2023,74823,13,13,169,3
150103,8,1,9214,1,25,350,1,29,5,4,1,2023,74826,6,23,529,3
150103,8,1,6021,1,44,70,1,75,3,4,1,2023,74827,6,69,4761,1
150103,8,1,7010,1,40,1025,0,50,5,10,0,2023,74830,17,33,1089,13
150101,8,1,9199,1,72,1060,1,51,2,6,0,2023,74833,11,40,1600,3
150101,8,1,5239,1,48,450,0,25,1,6,1,2023,74835,11,14,196,3
150101,8,1,6023,1,46,1500,1,61,2,8,1,2023,74837,15,46,2116,1
